Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0-4,9-May,14-Oct,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Gender
2513,Estimates,Costa Rica,,188,Country,916,1985,183,158,136,141,143,123,96,83,65,55,46,39,30,22,17,12,6,3,1,0,0,Female-Population
2514,Estimates,Costa Rica,,188,Country,916,1990,203,183,158,137,142,144,124,96,83,65,54,45,37,28,20,15,9,4,1,0,0,Female-Population
2515,Estimates,Costa Rica,,188,Country,916,1995,203,204,185,162,142,148,149,128,99,84,65,53,44,35,25,17,11,6,2,0,0,Female-Population
2516,Estimates,Costa Rica,,188,Country,916,2000,193,204,207,190,168,149,154,154,131,101,85,65,52,41,32,22,13,7,3,1,0,Female-Population
2517,Estimates,Costa Rica,,188,Country,916,2005,176,193,205,209,193,172,152,156,155,132,101,84,63,50,38,28,17,9,4,1,0,Female-Population
2518,Estimates,Costa Rica,,188,Country,916,2010,173,176,194,207,211,195,173,153,157,155,131,99,81,60,46,33,22,12,5,1,0,Female-Population
2519,Estimates,Costa Rica,,188,Country,916,2015,175,173,177,195,208,212,195,174,153,156,154,129,97,78,56,40,27,16,7,2,0,Female-Population
2520,Estimates,Costa Rica,,188,Country,916,2020,170,175,174,178,196,209,213,196,174,153,155,152,125,93,73,50,33,19,9,3,0,Female-Population
2521,Estimates,El Salvador,,222,Country,916,1950,181,152,134,116,97,85,71,58,49,40,34,28,24,19,14,8,4,1,0,0,0,Female-Population
2522,Estimates,El Salvador,,222,Country,916,1955,220,166,143,126,109,90,79,65,54,45,38,31,25,20,14,9,4,1,0,0,0,Female-Population
2523,Estimates,El Salvador,,222,Country,916,1960,253,205,161,138,120,103,84,74,61,50,42,35,28,21,15,9,5,2,0,0,0,Female-Population
2524,Estimates,El Salvador,,222,Country,916,1965,291,237,201,157,133,115,98,80,70,58,47,39,31,24,16,10,5,2,0,0,0,Female-Population
2525,Estimates,El Salvador,,222,Country,916,1970,321,275,234,197,152,128,110,93,75,66,54,43,35,27,19,11,6,2,0,0,0,Female-Population
2526,Estimates,El Salvador,,222,Country,916,1975,352,305,267,223,186,144,123,106,90,72,63,50,40,31,22,13,7,2,1,0,0,Female-Population
2527,Estimates,El Salvador,,222,Country,916,1980,375,334,289,246,204,173,137,119,103,86,69,59,46,35,25,16,8,3,1,0,0,Female-Population
2528,Estimates,El Salvador,,222,Country,916,1985,371,354,314,266,223,185,160,129,113,98,82,64,54,41,30,20,10,4,1,0,0,Female-Population
2529,Estimates,El Salvador,,222,Country,916,1990,367,347,327,287,243,208,175,153,124,109,94,78,60,49,35,23,13,5,1,0,0,Female-Population
2530,Estimates,El Salvador,,222,Country,916,1995,381,348,320,297,262,228,200,171,150,122,106,90,73,55,42,28,15,6,2,0,0,Female-Population
2531,Estimates,El Salvador,,222,Country,916,2000,368,365,326,293,272,242,214,189,162,143,115,100,84,66,48,34,19,8,2,0,0,Female-Population
2532,Estimates,El Salvador,,222,Country,916,2005,319,359,354,307,272,252,226,201,178,152,134,107,92,76,58,39,24,10,3,0,0,Female-Population
2533,Estimates,El Salvador,,222,Country,916,2010,297,312,350,337,287,253,236,214,190,168,144,126,99,83,66,48,28,14,4,1,0,Female-Population
2534,Estimates,El Salvador,,222,Country,916,2015,285,290,304,337,320,271,239,226,204,181,160,136,118,91,74,56,36,17,6,1,0,Female-Population
2535,Estimates,El Salvador,,222,Country,916,2020,281,279,283,292,322,307,260,230,217,196,174,153,128,109,81,63,43,22,8,2,0,Female-Population
2536,Estimates,Guatemala,,320,Country,916,1950,269,207,182,167,150,122,95,79,64,58,46,35,27,18,12,6,3,1,1,0,0,Female-Population
2537,Estimates,Guatemala,,320,Country,916,1955,350,244,201,177,162,143,116,90,75,60,53,42,30,22,14,8,3,1,0,0,0,Female-Population
2538,Estimates,Guatemala,,320,Country,916,1960,394,319,237,197,172,156,138,111,86,71,56,49,37,25,17,9,4,1,0,0,0,Female-Population
2539,Estimates,Guatemala,,320,Country,916,1965,439,362,311,233,192,166,150,132,106,82,66,51,43,31,20,12,5,2,0,0,0,Female-Population
2540,Estimates,Guatemala,,320,Country,916,1970,501,407,354,305,225,184,160,144,127,101,77,61,46,36,24,14,7,2,1,0,0,Female-Population
2541,Estimates,Guatemala,,320,Country,916,1975,577,467,395,343,289,211,174,152,138,121,95,71,55,39,29,17,8,3,1,0,0,Female-Population
2542,Estimates,Guatemala,,320,Country,916,1980,660,542,452,379,318,266,195,162,144,130,113,88,63,46,31,21,10,4,1,0,0,Female-Population
2543,Estimates,Guatemala,,320,Country,916,1985,730,626,526,434,352,293,249,183,154,135,122,105,79,54,37,22,12,5,1,0,0,Female-Population
2544,Estimates,Guatemala,,320,Country,916,1990,774,702,611,508,407,327,276,235,175,146,128,114,95,69,44,28,14,6,1,0,0,Female-Population
2545,Estimates,Guatemala,,320,Country,916,1995,866,749,686,593,477,378,308,260,226,166,138,119,104,84,58,34,18,7,2,0,0,Female-Population
2546,Estimates,Guatemala,,320,Country,916,2000,928,844,734,667,558,445,357,291,250,216,158,129,110,93,72,45,23,9,2,0,0,Female-Population
2547,Estimates,Guatemala,,320,Country,916,2005,974,911,832,719,640,533,428,343,283,241,208,150,121,100,83,59,32,13,4,1,0,Female-Population
2548,Estimates,Guatemala,,320,Country,916,2010,953,964,904,822,704,625,523,420,337,276,234,200,142,112,90,69,43,19,5,1,0,Female-Population
2549,Estimates,Guatemala,,320,Country,916,2015,975,946,960,898,814,695,618,516,414,331,270,227,191,133,102,78,53,27,9,2,0,Female-Population
2550,Estimates,Guatemala,,320,Country,916,2020,  1 010,969,942,954,889,804,687,610,509,407,323,262,218,180,123,89,60,34,13,3,0,Female-Population
2551,Estimates,Honduras,,340,Country,916,1950,134,99,86,77,66,58,44,42,35,30,27,21,17,11,8,6,5,2,0,0,0,Female-Population
2552,Estimates,Honduras,,340,Country,916,1955,169,120,97,85,75,64,55,42,39,33,28,24,18,14,8,6,3,1,0,0,0,Female-Population
2553,Estimates,Honduras,,340,Country,916,1960,195,154,117,94,82,72,61,53,40,37,30,25,21,15,11,6,3,1,0,0,0,Female-Population
2554,Estimates,Honduras,,340,Country,916,1965,222,179,150,114,91,78,69,57,50,37,35,28,22,18,11,7,3,1,0,0,0,Female-Population
2555,Estimates,Honduras,,340,Country,916,1970,259,208,175,146,110,87,74,64,54,47,35,32,25,19,14,8,4,1,0,0,0,Female-Population
2556,Estimates,Honduras,,340,Country,916,1975,294,245,203,171,142,105,82,70,61,51,44,33,29,22,15,11,5,2,0,0,0,Female-Population
2557,Estimates,Honduras,,340,Country,916,1980,340,282,241,199,166,136,100,77,66,58,48,41,30,26,18,12,7,2,1,0,0,Female-Population
2558,Estimates,Honduras,,340,Country,916,1985,383,330,277,236,194,160,130,95,73,63,55,46,38,27,22,14,8,3,1,0,0,Female-Population
2559,Estimates,Honduras,,340,Country,916,1990,421,375,325,272,230,187,154,124,90,70,60,52,43,35,23,18,10,4,1,0,0,Female-Population
2560,Estimates,Honduras,,340,Country,916,1995,465,414,370,320,266,223,180,147,119,86,67,57,49,39,31,19,13,6,2,0,0,Female-Population
2561,Estimates,Honduras,,340,Country,916,2000,517,458,409,365,314,260,216,174,142,115,84,65,55,46,35,26,14,8,2,1,0,Female-Population
2562,Estimates,Honduras,,340,Country,916,2005,520,511,455,406,360,309,254,211,170,139,112,81,62,51,41,30,20,9,4,1,0,Female-Population
2563,Estimates,Honduras,,340,Country,916,2010,507,516,508,451,401,355,304,250,208,166,135,108,77,58,46,35,23,13,4,1,0,Female-Population
2564,Estimates,Honduras,,340,Country,916,2015,487,504,514,505,446,395,350,299,246,204,162,131,104,73,53,40,27,16,7,2,0,Female-Population
2565,Estimates,Honduras,,340,Country,916,2020,497,484,502,510,499,440,389,345,295,241,199,158,126,98,66,46,31,19,8,2,0,Female-Population
2566,Estimates,Mexico,,484,Country,916,1950,  2 397,  1 909,  1 574,  1 414,  1 253,  1 046,828,767,646,576,465,353,273,202,141,71,55,30,12,3,1,Female-Population
2567,Estimates,Mexico,,484,Country,916,1955,  2 987,  2 248,  1 867,  1 535,  1 365,  1 202,  1 003,796,737,617,544,431,318,233,160,101,40,21,7,2,0,Female-Population
2568,Estimates,Mexico,,484,Country,916,1960,  3 474,  2 846,  2 207,  1 827,  1 484,  1 312,  1 157,970,770,709,588,510,392,277,190,120,63,19,7,2,0,Female-Population
2569,Estimates,Mexico,,484,Country,916,1965,  4 003,  3 341,  2 800,  2 158,  1 764,  1 423,  1 263,  1 123,941,743,679,554,468,346,230,145,78,32,7,2,0,Female-Population
2570,Estimates,Mexico,,484,Country,916,1970,  4 657,  3 868,  3 285,  2 733,  2 074,  1 683,  1 362,  1 224,  1 091,911,713,641,510,414,289,177,97,41,13,2,0,Female-Population
2571,Estimates,Mexico,,484,Country,916,1975,  5 212,  4 528,  3 799,  3 195,  2 616,  1 964,  1 604,  1 319,  1 191,  1 058,877,676,593,455,351,226,121,52,17,4,1,Female-Population
2572,Estimates,Mexico,,484,Country,916,1980,  5 415,  5 103,  4 442,  3 676,  3 035,  2 467,  1 863,  1 553,  1 286,  1 160,  1 023,836,631,536,391,280,158,67,22,5,1,Female-Population
2573,Estimates,Mexico,,484,Country,916,1985,  5 449,  5 305,  5 068,  4 326,  3 600,  2 982,  2 419,  1 839,  1 530,  1 260,  1 126,981,785,574,466,317,200,91,30,7,1,Female-Population
2574,Estimates,Mexico,,484,Country,916,1990,  5 645,  5 357,  5 201,  4 909,  4 118,  3 409,  2 853,  2 360,  1 804,  1 499,  1 227,  1 084,926,720,504,382,231,118,42,10,2,Female-Population
2575,Estimates,Mexico,,484,Country,916,1995,  5 670,  5 602,  5 320,  5 057,  4 528,  3 987,  3 391,  2 833,  2 337,  1 778,  1 467,  1 186,  1 030,856,638,419,282,139,55,15,3,Female-Population
2576,Estimates,Mexico,,484,Country,916,2000,  5 613,  5 605,  5 446,  5 113,  4 776,  4 394,  3 880,  3 323,  2 787,  2 290,  1 738,  1 418,  1 127,952,758,530,315,183,71,20,3,Female-Population
2577,Estimates,Mexico,,484,Country,916,2005,  5 577,  5 530,  5 511,  5 232,  4 906,  4 602,  4 352,  3 843,  3 287,  2 747,  2 245,  1 687,  1 355,  1 050,854,641,408,211,98,27,4,Female-Population
2578,Estimates,Mexico,,484,Country,916,2010,  5 476,  5 549,  5 506,  5 497,  5 130,  4 830,  4 569,  4 322,  3 806,  3 244,  2 696,  2 181,  1 613,  1 263,942,721,493,273,113,36,6,Female-Population
2579,Estimates,Mexico,,484,Country,916,2015,  5 489,  5 458,  5 542,  5 472,  5 452,  5 077,  4 781,  4 544,  4 289,  3 763,  3 186,  2 621,  2 087,  1 504,  1 133,794,553,326,143,41,7,Female-Population
2580,Estimates,Mexico,,484,Country,916,2020,  5 354,  5 479,  5 448,  5 515,  5 435,  5 412,  5 041,  4 746,  4 502,  4 233,  3 689,  3 091,  2 500,  1 938,  1 341,948,602,361,168,50,8,Female-Population
2581,Estimates,Nicaragua,,558,Country,916,1950,102,90,78,70,63,54,42,35,29,23,18,15,13,9,6,3,1,0,0,0,0,Female-Population
2582,Estimates,Nicaragua,,558,Country,916,1955,151,94,87,76,66,60,51,40,32,27,21,16,13,10,7,4,1,0,0,0,0,Female-Population
2583,Estimates,Nicaragua,,558,Country,916,1960,179,141,92,85,73,63,57,48,37,30,25,19,14,11,8,4,2,0,0,0,0,Female-Population
2584,Estimates,Nicaragua,,558,Country,916,1965,196,168,138,89,82,70,61,54,46,35,28,23,17,12,8,5,2,1,0,0,0,Female-Population
2585,Estimates,Nicaragua,,558,Country,916,1970,220,186,165,134,86,78,67,58,52,43,33,26,20,15,9,6,3,1,0,0,0,Female-Population
2586,Estimates,Nicaragua,,558,Country,916,1975,261,210,182,160,129,81,74,64,55,49,41,31,24,18,12,7,3,1,0,0,0,Female-Population
2587,Estimates,Nicaragua,,558,Country,916,1980,302,249,205,176,153,123,77,71,60,52,46,38,28,21,14,8,4,1,0,0,0,Female-Population
2588,Estimates,Nicaragua,,558,Country,916,1985,337,289,241,196,167,145,116,72,66,56,49,43,35,25,17,11,5,2,1,0,0,Female-Population
2589,Estimates,Nicaragua,,558,Country,916,1990,342,322,276,229,185,157,137,110,68,63,53,46,39,31,21,13,7,3,1,0,0,Female-Population
2590,Estimates,Nicaragua,,558,Country,916,1995,344,332,312,265,219,177,151,132,106,65,60,50,42,35,26,16,9,4,1,0,0,Female-Population
2591,Estimates,Nicaragua,,558,Country,916,2000,328,334,321,299,253,209,170,146,127,102,62,57,47,38,30,21,11,5,2,0,0,Female-Population
2592,Estimates,Nicaragua,,558,Country,916,2005,322,319,322,306,284,240,200,163,140,122,98,59,54,43,33,25,15,7,2,1,0,Female-Population
2593,Estimates,Nicaragua,,558,Country,916,2010,326,313,308,308,292,273,232,193,157,136,118,94,56,50,38,28,18,9,3,1,0,Female-Population
2594,Estimates,Nicaragua,,558,Country,916,2015,328,317,302,294,295,282,265,226,188,153,132,115,90,52,45,32,21,12,5,1,0,Female-Population
2595,Estimates,Nicaragua,,558,Country,916,2020,321,321,309,291,284,287,276,260,222,185,150,128,110,84,47,38,25,14,6,2,0,Female-Population
2596,Estimates,Panama,,591,Country,916,1950,70,59,50,43,36,31,27,23,19,16,13,10,8,6,4,3,1,0,0,0,0,Female-Population
2597,Estimates,Panama,,591,Country,916,1955,83,68,58,49,41,35,29,25,21,18,15,12,9,7,5,3,1,1,0,0,0,Female-Population
2598,Estimates,Panama,,591,Country,916,1960,98,80,67,57,48,40,33,28,24,20,17,14,11,8,6,4,2,1,0,0,0,Female-Population
2599,Estimates,Panama,,591,Country,916,1965,113,95,79,66,55,46,38,32,27,23,19,16,12,9,7,4,2,1,0,0,0,Female-Population
2600,Estimates,Panama,,591,Country,916,1970,125,110,94,78,65,54,45,37,30,26,22,18,15,11,8,5,3,1,0,0,0,Female-Population
2601,Estimates,Panama,,591,Country,916,1975,136,123,109,93,77,63,52,43,35,29,25,21,17,13,10,6,3,1,0,0,0,Female-Population
2602,Estimates,Panama,,591,Country,916,1980,141,134,122,108,92,76,62,51,42,35,29,24,20,16,11,8,4,2,1,0,0,Female-Population
2603,Estimates,Panama,,591,Country,916,1985,145,140,133,120,106,90,74,61,50,41,34,28,23,18,14,9,6,3,1,0,0,Female-Population
2604,Estimates,Panama,,591,Country,916,1990,151,143,139,132,119,105,89,73,60,49,41,33,26,21,16,12,7,3,1,0,0,Female-Population
2605,Estimates,Panama,,591,Country,916,1995,157,151,143,139,132,119,105,89,73,59,48,40,32,25,19,14,9,4,2,0,0,Female-Population
2606,Estimates,Panama,,591,Country,916,2000,168,157,151,143,139,132,119,105,88,72,58,47,38,30,22,16,10,6,2,1,0,Female-Population
2607,Estimates,Panama,,591,Country,916,2005,173,167,157,151,144,139,132,119,104,87,71,57,46,36,27,19,13,7,3,1,0,Female-Population
2608,Estimates,Panama,,591,Country,916,2010,180,172,168,158,153,145,140,133,119,104,86,69,55,43,33,24,16,9,4,1,0,Female-Population
2609,Estimates,Panama,,591,Country,916,2015,189,180,173,169,160,154,147,141,134,119,103,84,67,52,40,29,20,11,5,2,0,Female-Population
2610,Estimates,Panama,,591,Country,916,2020,190,188,181,175,172,163,158,150,144,134,118,101,82,64,48,36,24,15,7,3,1,Female-Population
2626,Estimates,Argentina,,32,Country,931,1950,985,857,782,765,777,720,647,602,524,448,366,288,226,159,102,59,31,13,4,1,0,Female-Population
2627,Estimates,Argentina,,32,Country,931,1955,  1 054,982,868,793,782,788,724,646,597,514,435,349,267,201,132,77,37,15,4,1,0,Female-Population
2628,Estimates,Argentina,,32,Country,931,1960,  1 104,  1 046,986,874,798,784,786,719,639,586,500,416,326,240,170,101,50,19,6,1,0,Female-Population
2629,Estimates,Argentina,,32,Country,931,1965,  1 150,  1 097,  1 049,991,879,801,783,781,712,629,571,481,392,297,206,132,65,23,6,1,0,Female-Population
2630,Estimates,Argentina,,32,Country,931,1970,  1 218,  1 144,  1 101,  1 055,997,882,800,778,773,701,614,550,454,357,256,161,85,30,7,1,0,Female-Population
2631,Estimates,Argentina,,32,Country,931,1975,  1 385,  1 218,  1 167,  1 134,  1 084,  1 001,876,793,769,760,684,592,520,416,310,202,106,40,9,1,0,Female-Population
2632,Estimates,Argentina,,32,Country,931,1980,  1 614,  1 367,  1 208,  1 161,  1 120,  1 070,987,862,779,753,742,661,562,480,363,247,135,51,13,2,0,Female-Population
2633,Estimates,Argentina,,32,Country,931,1985,  1 621,  1 618,  1 391,  1 234,  1 185,  1 133,  1 069,979,853,767,737,719,630,522,424,294,169,68,18,3,0,Female-Population
2634,Estimates,Argentina,,32,Country,931,1990,  1 704,  1 626,  1 637,  1 418,  1 267,  1 209,  1 130,  1 063,970,841,751,714,686,587,463,346,204,88,25,4,0,Female-Population
2635,Estimates,Argentina,,32,Country,931,1995,  1 758,  1 698,  1 624,  1 633,  1 413,  1 261,  1 201,  1 114,  1 045,951,822,727,683,641,526,384,249,115,33,5,0,Female-Population
2636,Estimates,Argentina,,32,Country,931,2000,  1 723,  1 753,  1 696,  1 620,  1 628,  1 407,  1 254,  1 193,  1 103,  1 031,933,799,697,640,578,441,282,144,46,8,1,Female-Population
2637,Estimates,Argentina,,32,Country,931,2005,  1 747,  1 719,  1 751,  1 677,  1 598,  1 606,  1 399,  1 245,  1 182,  1 089,  1 012,907,767,655,580,490,330,169,61,12,1,Female-Population
2638,Estimates,Argentina,,32,Country,931,2010,  1 770,  1 742,  1 717,  1 748,  1 665,  1 581,  1 587,  1 381,  1 229,  1 165,  1 070,985,872,722,597,497,373,204,75,16,2,Female-Population
2639,Estimates,Argentina,,32,Country,931,2015,  1 823,  1 767,  1 741,  1 716,  1 747,  1 664,  1 578,  1 581,  1 373,  1 217,  1 147,  1 044,949,824,662,516,385,237,94,21,2,Female-Population
2640,Estimates,Argentina,,32,Country,931,2020,  1 833,  1 821,  1 766,  1 740,  1 715,  1 745,  1 660,  1 572,  1 572,  1 360,  1 198,  1 120,  1 007,899,758,578,406,251,114,28,3,Female-Population
2641,Estimates,Bolivia (Plurinational State of),,68,Country,931,1950,244,193,162,146,132,109,94,87,75,64,55,52,47,38,27,18,11,5,2,1,0,Female-Population
2642,Estimates,Bolivia (Plurinational State of),,68,Country,931,1955,268,218,187,156,139,125,103,88,82,71,59,50,46,38,27,16,7,3,1,0,0,Female-Population
2643,Estimates,Bolivia (Plurinational State of),,68,Country,931,1960,293,242,212,182,150,132,119,98,84,78,66,55,45,38,28,16,7,2,0,0,0,Female-Population
2644,Estimates,Bolivia (Plurinational State of),,68,Country,931,1965,323,265,235,206,174,142,126,113,93,79,73,61,49,38,28,17,7,2,0,0,0,Female-Population
2645,Estimates,Bolivia (Plurinational State of),,68,Country,931,1970,357,295,259,229,198,166,135,119,107,88,74,68,55,41,29,18,8,2,0,0,0,Female-Population
2646,Estimates,Bolivia (Plurinational State of),,68,Country,931,1975,396,329,288,252,220,189,158,129,114,102,83,69,61,47,32,19,9,3,1,0,0,Female-Population
2647,Estimates,Bolivia (Plurinational State of),,68,Country,931,1980,434,367,322,281,243,210,181,151,123,108,96,78,64,53,38,22,10,3,1,0,0,Female-Population
2648,Estimates,Bolivia (Plurinational State of),,68,Country,931,1985,464,405,357,310,266,228,198,171,143,116,102,91,73,58,45,28,14,4,1,0,0,Female-Population
2649,Estimates,Bolivia (Plurinational State of),,68,Country,931,1990,505,438,396,347,298,254,218,189,163,136,110,97,86,67,49,34,18,6,1,0,0,Female-Population
2650,Estimates,Bolivia (Plurinational State of),,68,Country,931,1995,537,482,430,388,336,287,245,210,182,157,130,105,91,78,57,38,21,8,2,0,0,Female-Population
2651,Estimates,Bolivia (Plurinational State of),,68,Country,931,2000,565,518,474,424,378,324,276,236,202,175,150,124,99,84,68,45,25,11,3,1,0,Female-Population
2652,Estimates,Bolivia (Plurinational State of),,68,Country,931,2005,583,549,510,463,410,362,311,266,227,194,168,144,119,94,76,56,33,14,5,1,0,Female-Population
2653,Estimates,Bolivia (Plurinational State of),,68,Country,931,2010,583,572,542,502,452,400,350,301,257,219,187,161,137,112,85,63,41,20,7,2,0,Female-Population
2654,Estimates,Bolivia (Plurinational State of),,68,Country,931,2015,585,574,565,534,491,441,391,342,294,250,212,180,154,129,102,73,49,27,11,3,1,Female-Population
2655,Estimates,Bolivia (Plurinational State of),,68,Country,931,2020,580,577,568,557,524,481,433,383,335,287,243,205,172,145,118,90,60,35,16,5,1,Female-Population
2656,Estimates,Brazil,,76,Country,931,1950,  4 451,  3 490,  3 205,  2 694,  2 501,  2 059,  1 726,  1 546,  1 315,  1 072,960,729,560,393,256,151,35,24,16,9,5,Female-Population
2657,Estimates,Brazil,,76,Country,931,1955,  5 349,  4 263,  3 461,  3 186,  2 668,  2 462,  2 015,  1 679,  1 493,  1 258,  1 012,886,651,475,308,178,85,14,6,2,1,Female-Population
2658,Estimates,Brazil,,76,Country,931,1960,  6 120,  5 137,  4 217,  3 427,  3 140,  2 613,  2 398,  1 951,  1 616,  1 425,  1 185,935,793,555,377,217,100,34,4,1,0,Female-Population
2659,Estimates,Brazil,,76,Country,931,1965,  6 956,  5 914,  5 091,  4 183,  3 388,  3 089,  2 558,  2 336,  1 890,  1 552,  1 352,  1 103,844,683,446,269,125,41,9,1,0,Female-Population
2660,Estimates,Brazil,,76,Country,931,1970,  7 294,  6 776,  5 875,  5 060,  4 147,  3 344,  3 037,  2 503,  2 273,  1 824,  1 481,  1 266,  1 004,735,556,322,156,51,11,2,0,Female-Population
2661,Estimates,Brazil,,76,Country,931,1975,  7 544,  7 147,  6 739,  5 846,  5 026,  4 104,  3 298,  2 982,  2 444,  2 202,  1 748,  1 395,  1 162,883,604,405,189,65,15,2,0,Female-Population
2662,Estimates,Brazil,,76,Country,931,1980,  8 311,  7 424,  7 116,  6 709,  5 812,  4 984,  4 057,  3 248,  2 921,  2 377,  2 119,  1 655,  1 289,  1 029,729,445,240,81,20,3,0,Female-Population
2663,Estimates,Brazil,,76,Country,931,1985,  8 993,  8 211,  7 395,  7 087,  6 675,  5 772,  4 936,  4 004,  3 190,  2 850,  2 296,  2 015,  1 535,  1 148,856,546,278,111,27,4,0,Female-Population
2664,Estimates,Brazil,,76,Country,931,1990,  8 742,  8 918,  8 185,  7 370,  7 056,  6 636,  5 726,  4 881,  3 942,  3 119,  2 759,  2 188,  1 874,  1 371,965,653,353,140,40,6,0,Female-Population
2665,Estimates,Brazil,,76,Country,931,1995,  8 530,  8 692,  8 897,  8 161,  7 343,  7 021,  6 591,  5 671,  4 814,  3 864,  3 029,  2 639,  2 044,  1 686,  1 168,754,442,192,55,10,1,Female-Population
2666,Estimates,Brazil,,76,Country,931,2000,  8 540,  8 489,  8 675,  8 874,  8 134,  7 311,  6 980,  6 535,  5 602,  4 729,  3 762,  2 912,  2 490,  1 874,  1 477,947,530,253,81,14,1,Female-Population
2667,Estimates,Brazil,,76,Country,931,2005,  8 003,  8 505,  8 475,  8 655,  8 846,  8 102,  7 273,  6 927,  6 464,  5 514,  4 620,  3 636,  2 766,  2 306,  1 662,  1 220,693,319,114,23,2,Female-Population
2668,Estimates,Brazil,,76,Country,931,2010,  7 340,  7 982,  8 494,  8 457,  8 629,  8 815,  8 065,  7 224,  6 860,  6 374,  5 400,  4 478,  3 467,  2 576,  2 071,  1 399,918,436,153,36,4,Female-Population
2669,Estimates,Brazil,,76,Country,931,2015,  7 147,  7 326,  7 972,  8 478,  8 434,  8 602,  8 779,  8 016,  7 162,  6 773,  6 251,  5 249,  4 289,  3 247,  2 331,  1 766,  1 087,611,228,56,8,Female-Population
2670,Estimates,Brazil,,76,Country,931,2020,  7 070,  7 137,  7 319,  7 965,  8 466,  8 419,  8 576,  8 735,  7 957,  7 079,  6 652,  6 090,  5 045,  4 034,  2 958,  2 011,  1 396,752,350,97,15,Female-Population
2671,Estimates,Chile,,152,Country,931,1950,467,400,365,350,337,265,216,189,159,130,109,88,66,45,31,20,12,7,4,2,1,Female-Population
2672,Estimates,Chile,,152,Country,931,1955,556,449,393,357,339,323,252,205,179,150,121,100,79,57,37,23,12,6,2,1,0,Female-Population
2673,Estimates,Chile,,152,Country,931,1960,604,538,442,386,346,326,309,241,195,169,140,112,90,69,47,27,14,6,2,1,0,Female-Population
2674,Estimates,Chile,,152,Country,931,1965,642,588,532,435,375,333,311,296,230,185,159,129,101,79,57,35,17,7,2,0,0,Female-Population
2675,Estimates,Chile,,152,Country,931,1970,643,629,581,523,422,359,315,296,283,218,173,147,118,89,65,42,22,8,2,0,0,Female-Population
2676,Estimates,Chile,,152,Country,931,1975,632,634,623,574,513,409,345,303,285,272,207,162,135,104,74,49,27,11,3,1,0,Female-Population
2677,Estimates,Chile,,152,Country,931,1980,637,625,628,616,564,500,397,335,294,275,260,196,151,121,89,58,33,15,5,1,0,Female-Population
2678,Estimates,Chile,,152,Country,931,1985,645,631,619,620,606,552,488,387,326,285,265,249,184,137,105,70,40,19,7,1,0,Female-Population
2679,Estimates,Chile,,152,Country,931,1990,696,642,628,616,616,600,545,481,381,319,277,255,236,170,121,85,51,24,9,2,0,Female-Population
2680,Estimates,Chile,,152,Country,931,1995,717,694,642,627,615,615,598,543,478,376,314,270,245,220,151,99,62,30,11,3,0,Female-Population
2681,Estimates,Chile,,152,Country,931,2000,649,715,694,642,627,615,614,597,540,474,371,307,260,230,199,128,75,38,14,3,1,Female-Population
2682,Estimates,Chile,,152,Country,931,2005,594,649,716,695,643,630,616,615,596,537,469,364,296,246,210,171,99,49,19,5,1,Female-Population
2683,Estimates,Chile,,152,Country,931,2010,601,597,652,719,701,652,637,621,616,594,532,461,353,282,227,184,136,67,25,7,1,Female-Population
2684,Estimates,Chile,,152,Country,931,2015,609,605,600,655,728,716,665,645,624,616,590,525,449,339,263,202,150,95,37,10,2,Female-Population
2685,Estimates,Chile,,152,Country,931,2020,570,622,614,612,691,784,761,693,661,633,619,587,515,433,318,236,167,105,53,15,3,Female-Population
2686,Estimates,Colombia,,170,Country,931,1950,  1 050,841,707,630,542,447,369,323,257,212,179,144,118,84,57,40,23,6,1,0,0,Female-Population
2687,Estimates,Colombia,,170,Country,931,1955,  1 281,  1 002,821,685,602,514,422,348,306,244,199,166,129,100,65,37,19,8,1,0,0,Female-Population
2688,Estimates,Colombia,,170,Country,931,1960,  1 514,  1 233,982,800,660,575,489,401,331,291,230,186,150,111,79,44,20,8,2,0,0,Female-Population
2689,Estimates,Colombia,,170,Country,931,1965,  1 735,  1 465,  1 210,957,772,631,548,467,384,316,276,215,168,130,89,54,25,9,3,1,0,Female-Population
2690,Estimates,Colombia,,170,Country,931,1970,  1 798,  1 686,  1 434,  1 175,914,738,613,536,455,372,302,260,197,147,105,63,32,12,3,1,0,Female-Population
2691,Estimates,Colombia,,170,Country,931,1975,  1 746,  1 749,  1 676,  1 427,  1 129,867,700,601,522,438,354,284,239,173,122,77,39,16,5,1,0,Female-Population
2692,Estimates,Colombia,,170,Country,931,1980,  1 893,  1 710,  1 706,  1 624,  1 372,  1 100,859,685,585,509,421,336,263,212,145,92,49,20,7,1,0,Female-Population
2693,Estimates,Colombia,,170,Country,931,1985,  1 983,  1 862,  1 703,  1 690,  1 573,  1 314,  1 090,850,675,573,493,404,315,237,181,113,61,26,8,2,0,Female-Population
2694,Estimates,Colombia,,170,Country,931,1990,  2 054,  1 962,  1 852,  1 698,  1 655,  1 531,  1 273,  1 082,841,663,558,475,381,287,206,144,78,33,11,2,0,Female-Population
2695,Estimates,Colombia,,170,Country,931,1995,  2 173,  2 035,  1 955,  1 846,  1 690,  1 627,  1 502,  1 250,  1 062,822,645,537,450,350,251,166,102,44,15,3,0,Female-Population
